37,Жизнь перерождённого мудреца в другом мире. Получение второй профессии и становление сильнейшим.,https://mangabuff.ru/manga/zhizn-pererozhdennogo-mudreca-v-drugom-mire-poluchenie-vtoroi-professii-i-stanovlenie-silneishim,79,2025-04-24 20:16:25.590243,2025-04-24 20:16:25.590242,2025-04-24 20:16:25.590242
38,Младшая дочь могущественного клана Намгун,https://mangabuff.ru/manga/mladshaya-doch-mogushchestvennogo-klana-namgun,36,2025-04-24 20:16:25.760685,2025-04-24 20:16:25.760685,2025-04-24 20:16:25.760685
39,"Целитель, пожирающий яд",https://mangabuff.ru/manga/celitel-pozhirayushchii-yad,50,2025-04-24 20:16:25.875722,2025-04-24 20:16:25.875721,2025-04-24 20:16:25.875721
40,Драгоценная кукла тирана,https://mangabuff.ru/manga/eto-kukla-i-tiran-oderzhimyi-eyu,63,2025-04-24 20:16:26.002243,2025-04-24 20:16:26.002243,2025-04-24 20:16:26.002243
41,Цепи Завета | AFK Arena,https://mangabuff.ru/manga/cepi-zaveta-afk-arena,10,2025-04-24 20:16:26.118437,2025-04-24 20:16:26.118436,2025-04-24 20:16:26.118436
42,Дитя от тирана,https://mangabuff.ru/manga/ditya-ot-tirana,105,2025-04-24 20:16:26.248480,2025-04-24 20:16:26.249663,2025-04-24 20:16:26.249663
43,Возвращение айдола,https://mangabuff.ru/manga/vozvrashchenie-aidola,110,2025-04-24 20:16:26.377193,2025-04-24 20:16:26.377193,2025-04-24 20:16:26.377193
44,"Чего изволите, принц?",https://mangabuff.ru/manga/chego-izvolite-princ,94,2025-04-24 20:16:26.487096,2025-04-24 20:16:26.487096,2025-04-24 20:16:26.487096
45,Я соблазнила хитрого герцога,https://mangabuff.ru/manga/ya-soblaznila-hitrogo-gercoga,32,2025-04-24 20:16:26.570069,2025-04-24 20:16:26.570069,2025-04-24 20:16:26.570069
46,Карамельный макиато... Ну и странь!,https://mangabuff.ru/manga/karamelnyi-makiato-nu-i-stran,27,2025-04-24 20:16:26.657320,2025-04-24 20:16:26.657320,2025-04-24 20:16:26.657320
47,Стань моей невесткой!,https://mangabuff.ru/manga/bud-moei-svodnoi-sestroi,23,2025-04-24 20:16:26.746493,2025-04-24 20:16:26.747959,2025-04-24 20:16:26.747959
48,"Я женился на однокласснице, которую ненавидел",https://mangabuff.ru/manga/ya-zhenilsya-na-odnoklassnice-kotoruyu-nenavidel,73,2025-04-24 20:16:26.855569,2025-04-24 20:16:26.855569,2025-04-24 20:16:26.855569
49,Свет Арада: Первопроходец,https://mangabuff.ru/manga/svet-arada-pervoprohodec,43,2025-04-24 20:16:26.952917,2025-04-24 20:16:26.952917,2025-04-24 20:16:26.952917
50,Наложница по Контракту,https://mangabuff.ru/manga/nalozhnica-po-kontraktu,147,2025-04-24 20:16:27.067073,2025-04-24 20:16:27.067073,2025-04-24 20:16:27.067073
51,Книжное кафе Спасительницы из другого мира,https://mangabuff.ru/manga/knizhnoe-kafe-spasitelnicy-iz-drugogo-mira,40,2025-04-24 20:16:27.229145,2025-04-24 20:16:27.229144,2025-04-24 20:16:27.229144
52,Злой Бог сошёл. У меня есть великая тюрьма зла.,https://mangabuff.ru/manga/zloi-bog-soshel-u-menya-est-velikaya-tyurma-zla,34,2025-04-24 20:16:27.344081,2025-04-24 20:16:27.344081,2025-04-24 20:16:27.344081
53,Клинок шамана,https://mangabuff.ru/manga/klinok-shamana,23,2025-04-24 20:16:27.424809,2025-04-24 20:16:27.424809,2025-04-24 20:16:27.424809
54,Срочные новости: Я вышла за Эрцгерцога!,https://mangabuff.ru/manga/ekstrennye-novosti-teper-izvestno-chto-brak-s-ercgercogom,35,2025-04-24 20:16:27.504129,2025-04-24 20:16:27.504129,2025-04-24 20:16:27.504129
55,"Я перевоплотился в злодея, сломал сценарий и стал сильнейшим",https://mangabuff.ru/manga/ya-perevoplotilsya-v-zlodeya-slomal-scenarii-i-stal-silneishim,7,2025-04-24 20:16:27.602428,2025-04-24 20:16:27.602427,2025-04-24 20:16:27.602427
56,"Я ращу ребенка, который убьет меня",https://mangabuff.ru/manga/ya-rashchu-rebenka-kotoryi-ubet-menya,50,2025-04-24 20:16:27.708000,2025-04-24 20:16:27.708000,2025-04-24 20:16:27.708000
57,Черный подлинный журнал,https://mangabuff.ru/manga/chernyi-podlinnyi-zhurnal,28,2025-04-24 20:16:27.791659,2025-04-24 20:16:27.791659,2025-04-24 20:16:27.791659
58,"Я пыталась прожить хорошую жизнь, но...",https://mangabuff.ru/manga/ya-pytalas-prozhit-horoshuyu-zhizn-no,19,2025-04-24 20:16:27.861664,2025-04-24 20:16:27.861663,2025-04-24 20:16:27.861663
59,Невинное сердце монстра,https://mangabuff.ru/manga/nevinnoe-serdce-monstra,41,2025-04-24 20:16:27.952563,2025-04-24 20:16:27.952563,2025-04-24 20:16:27.952563
60,Счастливое замужество,https://mangabuff.ru/manga/samaya-schastlivaya-nevesta,30,2025-04-24 20:16:29.179998,2025-04-24 20:16:29.181464,2025-04-24 20:16:29.181464
61,Реинкарнация великого святого мудреца с силой атрибутов 9999,https://mangabuff.ru/manga/velikii-mudrec-so-vsemi-atributami-999990000-urovnya-magicheskoi-sily,81,2025-04-24 20:16:29.294157,2025-04-24 20:16:29.294156,2025-04-24 20:16:29.294156
62,"История об Императоре, повернувшем время вспять",https://mangabuff.ru/manga/istoriya-ob-imperatore-povernuvshem-vremya-vspyat,105,2025-04-24 20:16:29.424949,2025-04-24 20:16:29.424949,2025-04-24 20:16:29.424949
63,"Пытаясь избежать главного героя, я создала гарем",https://mangabuff.ru/manga/pytayas-izbezhat-glavnogo-geroya-ya-sozdala-garem,43,2025-04-24 20:16:29.513026,2025-04-24 20:16:29.513026,2025-04-24 20:16:29.513026
64,Онлайн-игры: я могу развивать всё,https://mangabuff.ru/manga/onlain-igry-ya-mogu-razvivat-vse,31,2025-04-24 20:16:29.611133,2025-04-24 20:16:29.612134,2025-04-24 20:16:29.612134
65,"Попаданка, что должна привести историю к счастливому концу",https://mangabuff.ru/manga/popadanka-chto-dolzhna-privesti-istoriyu-k-schastlivomu-koncu,24,2025-04-24 20:16:29.676719,2025-04-24 20:16:29.676718,2025-04-24 20:16:29.676718
66,Если сумасшедший пёс укусит за дубинку,https://mangabuff.ru/manga/esli-sumasshedshii-pes-ukusit-za-dubinku,28,2025-04-24 20:16:29.765328,2025-04-24 20:16:29.765327,2025-04-24 20:16:29.765327
67,Ликорис Рикоил,https://mangabuff.ru/manga/likoris-rikoil,1,2025-04-24 20:16:29.844119,2025-04-24 20:16:29.844118,2025-04-24 20:16:29.844118
68,Герцогиня из стеклянной оранжереи,https://mangabuff.ru/manga/gercoginya-iz-steklyannoi-oranzherei,107,2025-04-24 20:16:29.964486,2025-04-24 20:16:29.964486,2025-04-24 20:16:29.964486
69,Новые Врата,https://mangabuff.ru/manga/novye-vrata,112,2025-04-24 20:16:30.090211,2025-04-24 20:16:30.090210,2025-04-24 20:16:30.090210
70,Я завоюю главного героя,https://mangabuff.ru/manga/ya-zavoyuyu-glavnogo-geroya,50,2025-04-24 20:16:30.201408,2025-04-24 20:16:30.202866,2025-04-24 20:16:30.202866
71,"Я был последним боссом ~ Притворившись побеждённым, я начал жизнь с нуля ~",https://mangabuff.ru/manga/ya-byl-poslednim-bossom-pritvorivshis-pobezhdennym-ya-nachal-zhizn-s-nulya,114,2025-04-24 20:16:30.334449,2025-04-24 20:16:30.335455,2025-04-24 20:16:30.335455
72,Слезы на увядших цветах,https://mangabuff.ru/manga/slezy-na-uvyadshih-cvetah,49,2025-04-24 20:19:29.697566,2025-04-24 20:19:29.732287,2025-04-24 20:19:29.732287
73,Всеведущий читатель,https://mangabuff.ru/manga/vsevedushchii-chitatel,260,2025-04-24 20:19:30.053174,2025-04-24 20:19:30.054386,2025-04-24 20:19:30.054386
74,Месть железнокровной Гончей Меча,https://mangabuff.ru/manga/vozvrashchenie-gonchei-zheleznoi-krovi,109,2025-04-24 20:19:30.314836,2025-04-24 20:19:30.316256,2025-04-24 20:19:30.316256
75,Превратить бешеного пса в молодого господина,https://mangabuff.ru/manga/prevratit-beshenogo-psa-v-molodogo-gospodina,50,2025-04-24 20:19:30.524838,2025-04-24 20:19:30.524838,2025-04-24 20:19:30.524838
76,Ещё только рассвет,https://mangabuff.ru/manga/eshche-tolko-rassvet,66,2025-04-24 20:19:30.759433,2025-04-24 20:19:30.759433,2025-04-24 20:19:30.759433
77,Как переманить мужа на свою сторону,https://mangabuff.ru/manga/kak-peremanit-muzha-na-svoyu-storonu,111,2025-04-24 20:19:31.027131,2025-04-24 20:19:31.027130,2025-04-24 20:19:31.027130
78,Система всемогущего дизайнера,https://mangabuff.ru/manga/sistema-vsemogushchego-dizainera,187,2025-04-24 20:19:31.303226,2025-04-24 20:19:31.304369,2025-04-24 20:19:31.304369
79,Опрометчивый флирт,https://mangabuff.ru/manga/sluchainaya-lyubov,54,2025-04-24 20:19:31.520185,2025-04-24 20:19:31.520185,2025-04-24 20:19:31.520185
80,У меня 90 миллиардов на счету,https://mangabuff.ru/manga/u-menya-90-milliardov-na-schetu,529,2025-04-24 20:19:31.811811,2025-04-24 20:19:31.811811,2025-04-24 20:19:31.811811
81,Операция: Настоящая любовь,https://mangabuff.ru/manga/operaciya-nastoyashchaya-lyubov,111,2025-04-24 20:19:32.078361,2025-04-24 20:19:32.078361,2025-04-24 20:19:32.078361
82,"Я думала, это будет обычный исекай",https://mangabuff.ru/manga/ya-dumala-chto-eto-obydennost,100,2025-04-24 20:19:32.342821,2025-04-24 20:19:32.342821,2025-04-24 20:19:32.342821
83,Ветролом,https://mangabuff.ru/manga/vetrolom-2013,549,2025-04-24 20:19:32.628037,2025-04-24 20:19:32.628037,2025-04-24 20:19:32.628037
84,Выбери меня!,https://mangabuff.ru/manga/vyberi-menya,145,2025-04-24 20:19:32.877729,2025-04-24 20:19:32.877728,2025-04-24 20:19:32.877728
85,Приёмная дочь протагониста,https://mangabuff.ru/manga/priemnaya-doch-protagonista,126,2025-04-24 20:19:33.126374,2025-04-24 20:19:33.127377,2025-04-24 20:19:33.127377
86,Я стану хозяйкой этой жизни,https://mangabuff.ru/manga/na-sei-raz-ya-hozyaika-etoi-zhizni,182,2025-04-24 20:19:33.416183,2025-04-24 20:19:33.417353,2025-04-24 20:19:33.417353
87,Теория эгоистичной любви,https://mangabuff.ru/manga/teoriya-egoistichnoi-lyubvi,51,2025-04-24 20:19:33.628346,2025-04-24 20:19:33.628345,2025-04-24 20:19:33.628345
88,Любовь Ли Сопа,https://mangabuff.ru/manga/lyubov-li-sopa,74,2025-04-24 20:19:33.855826,2025-04-24 20:19:33.857192,2025-04-24 20:19:33.857192
89,Из сна на свободу,https://mangabuff.ru/manga/iz-sna-na-svobodu,185,2025-04-24 20:19:34.157059,2025-04-24 20:19:34.158059,2025-04-24 20:19:34.158059
90,Элисед,https://mangabuff.ru/manga/elised,347,2025-04-24 20:19:34.426583,2025-04-24 20:19:34.426582,2025-04-24 20:19:34.426582
91,Я паду вместе с Императором,https://mangabuff.ru/manga/ya-padu-vmeste-s-imperatorom,136,2025-04-24 20:19:34.713809,2025-04-24 20:19:34.713808,2025-04-24 20:19:34.713808
140,Эпоха высокомерия,https://mangabuff.ru/manga/epoha-vysokomeriya,93,2025-04-24 20:19:55.572143,2025-04-24 20:19:55.573152,2025-04-24 20:19:55.573152
92,Младший сын вернувшегося герцога — убийца,https://mangabuff.ru/manga/mladshii-syn-vernuvshegosya-gercoga-ubiica,71,2025-04-24 20:19:34.934425,2025-04-24 20:19:34.934425,2025-04-24 20:19:34.934425
93,Под прикрытием! Старшая школа чеболей,https://mangabuff.ru/manga/pod-prikrytiem-starshaya-shkola-chebolei,98,2025-04-24 20:19:35.191167,2025-04-24 20:19:35.192483,2025-04-24 20:19:35.192483
94,Я стала жертвой одержимости злого императора,https://mangabuff.ru/manga/ya-stala-zhertvoi-oderzhimosti-zlogo-imperatora,63,2025-04-24 20:19:35.420563,2025-04-24 20:19:35.421575,2025-04-24 20:19:35.421575
95,Как выжить в академии,https://mangabuff.ru/manga/kak-vyzhit-v-akademii,75,2025-04-24 20:19:35.673964,2025-04-24 20:19:35.675034,2025-04-24 20:19:35.675034
96,Серена,https://mangabuff.ru/manga/serena,109,2025-04-24 20:19:35.923145,2025-04-24 20:19:35.923144,2025-04-24 20:19:35.923144
97,Я стал графским ублюдком,https://mangabuff.ru/manga/ya-stal-grafskim-ublyudkom,149,2025-04-24 20:19:36.193798,2025-04-24 20:19:36.193797,2025-04-24 20:19:36.193797
98,Нуб максимального уровня,https://mangabuff.ru/manga/nub-maksimalnogo-urovnya,204,2025-04-24 20:19:36.482031,2025-04-24 20:19:36.483031,2025-04-24 20:19:36.483031
99,Прирожденный наёмник,https://mangabuff.ru/manga/prirozhdennyi-naemnik,235,2025-04-24 20:19:36.733433,2025-04-24 20:19:36.734433,2025-04-24 20:19:36.734433
100,Младший сын мастера меча,https://mangabuff.ru/manga/mladshii-syn-mechnika,157,2025-04-24 20:19:36.982289,2025-04-24 20:19:36.982288,2025-04-24 20:19:36.982288
101,Принцесса-гадалка,https://mangabuff.ru/manga/princessa-gadalka,99,2025-04-24 20:19:37.243167,2025-04-24 20:19:37.244169,2025-04-24 20:19:37.244169
102,Безграничный маг,https://mangabuff.ru/manga/bezgranichnyi-volshebnik,115,2025-04-24 20:19:38.809098,2025-04-24 20:19:38.810404,2025-04-24 20:19:38.810404
103,Под дубом,https://mangabuff.ru/manga/pod-dubom,126,2025-04-24 20:19:39.055735,2025-04-24 20:19:39.055734,2025-04-24 20:19:39.055734
104,"Плачь, а лучше умоляй",https://mangabuff.ru/manga/plach-a-luchshe-umolyai,49,2025-04-24 20:19:39.268687,2025-04-24 20:19:39.269690,2025-04-24 20:19:39.269690
105,Монолог в аптечной лавке,https://mangabuff.ru/manga/monolog-v-aptechnoi-lavke,94,2025-04-24 20:19:39.529177,2025-04-24 20:19:39.529177,2025-04-24 20:19:39.529177
106,Лукизм,https://mangabuff.ru/manga/lukizm,551,2025-04-24 20:19:39.802572,2025-04-24 20:19:39.803578,2025-04-24 20:19:39.803578
107,Как хорошо и удобно быть злодейкой,https://mangabuff.ru/manga/kak-horosho-i-udobno-byt-zlodeikoi,78,2025-04-24 20:19:40.035756,2025-04-24 20:19:40.035755,2025-04-24 20:19:40.035755
108,Я так и не смогла усмирить эту злую натуру,https://mangabuff.ru/manga/ya-tak-i-ne-smogla-usmirit-etu-zluyu-naturu,131,2025-04-24 20:19:40.281787,2025-04-24 20:19:40.281786,2025-04-24 20:19:40.281786
109,Звёздный мастер меча,https://mangabuff.ru/manga/master-mecha-ohvatyvayushchii-zvezdy,88,2025-04-24 20:19:40.508180,2025-04-24 20:19:40.508179,2025-04-24 20:19:40.508179
110,Мой любимый угнетатель,https://mangabuff.ru/manga/moi-lyubimyi-ugnetatel,68,2025-04-24 20:19:40.718853,2025-04-24 20:19:40.720149,2025-04-24 20:19:40.720149
111,Вечно регрессирующий рыцарь,https://mangabuff.ru/manga/rycar-zhivushchii-odnim-dnem,55,2025-04-24 20:19:40.931986,2025-04-24 20:19:40.931986,2025-04-24 20:19:40.931986
112,Похищение невесты,https://mangabuff.ru/manga/pohishchenie-nevesty,60,2025-04-24 20:19:41.128451,2025-04-24 20:19:41.128451,2025-04-24 20:19:41.128451
113,Убийца Педро,https://mangabuff.ru/manga/killer-pedro,90,2025-04-24 20:19:41.366848,2025-04-24 20:19:41.366848,2025-04-24 20:19:41.366848
114,Я стала приёмной дочерью в семье убийц,https://mangabuff.ru/manga/ya-stala-priemnoi-docheryu-v-seme-ubiic,69,2025-04-24 20:19:41.612838,2025-04-24 20:19:41.613851,2025-04-24 20:19:41.613851
115,Эта принцесса слишком много работает!,https://mangabuff.ru/manga/eta-princessa-slishkom-mnogo-rabotaet,61,2025-04-24 20:19:41.833832,2025-04-24 20:19:41.833831,2025-04-24 20:19:41.833831
116,Второй брак императрицы,https://mangabuff.ru/manga/vtoroi-brak-imperatricy,219,2025-04-24 20:19:42.083342,2025-04-24 20:19:42.083341,2025-04-24 20:19:42.083341
117,Проблемный принц,https://mangabuff.ru/manga/problemnyi-princ,114,2025-04-24 20:19:42.377645,2025-04-24 20:19:42.378678,2025-04-24 20:19:42.378678
118,Пик боевых искусств,https://mangabuff.ru/manga/pik-boevyh-iskusstv,3835,2025-04-24 20:19:42.874012,2025-04-24 20:19:42.875030,2025-04-24 20:19:42.875030
119,Семья мужа одержима мной,https://mangabuff.ru/manga/moi-rodstvenniki-oderzhimy-mnoi,129,2025-04-24 20:19:43.118351,2025-04-24 20:19:43.119355,2025-04-24 20:19:43.119355
120,Фермерство в одиночку,https://mangabuff.ru/manga/fermerstvo-v-odinochku,100,2025-04-24 20:19:43.385998,2025-04-24 20:19:43.385997,2025-04-24 20:19:43.385997
121,Ограниченный по времени злодей поддерживает мой развод,https://mangabuff.ru/manga/ogranichennyy-po-vremeni-zlodey-podderzhivaet-moy-razvod,40,2025-04-24 20:19:43.565829,2025-04-24 20:19:43.566829,2025-04-24 20:19:43.566829
122,"Я влюбилась с первого взгляда, мистер тайный злодей!",https://mangabuff.ru/manga/ya-vlyubilas-s-pervogo-vzglyada-mister-tainyi-zlodei,60,2025-04-24 20:19:43.838206,2025-04-24 20:19:43.838205,2025-04-24 20:19:43.838205
123,Меня воспитали злодеи,https://mangabuff.ru/manga/menya-rastyat-zlodei,99,2025-04-24 20:19:44.875661,2025-04-24 20:19:44.875661,2025-04-24 20:19:44.875661
124,Охотница S-класса не хочет быть принцессой-злодейкой,https://mangabuff.ru/manga/ohotnica-s-klassa-ne-hochet-byt-princessoi-zlodeikoi,64,2025-04-24 20:19:46.981274,2025-04-24 20:19:46.981274,2025-04-24 20:19:46.981274
125,"Я думала, что мои дни сочтены",https://mangabuff.ru/manga/ya-dumala-chto-moi-dni-sochteny,99,2025-04-24 20:19:50.617575,2025-04-24 20:19:50.617575,2025-04-24 20:19:50.617575
126,Горничная больше не хочет его видеть,https://mangabuff.ru/manga/gornichnaya-bolshe-ne-hochet-ego-videt,60,2025-04-24 20:19:50.905911,2025-04-24 20:19:50.905910,2025-04-24 20:19:50.905910
127,Лучший друг детства на свете,https://mangabuff.ru/manga/drug-detstva-silneishego-voina,54,2025-04-24 20:19:51.115017,2025-04-24 20:19:51.116033,2025-04-24 20:19:51.116033
128,Я приручила безумного пса моего бывшего мужа,https://mangabuff.ru/manga/ya-priruchila-bezumnogo-psa-moego-byvshego-muzha,112,2025-04-24 20:19:51.406857,2025-04-24 20:19:51.406857,2025-04-24 20:19:51.406857
129,Возрождение Хуашань,https://mangabuff.ru/manga/vozrozhdenie-huashan,157,2025-04-24 20:19:51.673809,2025-04-24 20:19:51.673808,2025-04-24 20:19:51.673808
130,Цветы лишь приманка,https://mangabuff.ru/manga/cvety-lish-primanka,24,2025-04-24 20:19:51.918709,2025-04-24 20:19:51.919715,2025-04-24 20:19:51.919715
131,Я была настоящей хозяйкой Эльхейма,https://mangabuff.ru/manga/ya-byla-nastoyashchei-hozyaikoi-elheima,48,2025-04-24 20:19:52.141840,2025-04-24 20:19:52.141839,2025-04-24 20:19:52.141839
132,Поступиться гордостью,https://mangabuff.ru/manga/postupitsya-gordostyu,83,2025-04-24 20:19:53.718179,2025-04-24 20:19:53.719280,2025-04-24 20:19:53.719280
133,Следы Луны,https://mangabuff.ru/manga/sledy-luny,69,2025-04-24 20:19:53.946064,2025-04-24 20:19:53.946064,2025-04-24 20:19:53.946064
134,"Ранкер, который живёт второй раз",https://mangabuff.ru/manga/ranker-kotoryi-zhivet-vtoroi-raz,205,2025-04-24 20:19:54.191080,2025-04-24 20:19:54.191080,2025-04-24 20:19:54.191080
135,Реалити Квест,https://mangabuff.ru/manga/realiti-kvest,161,2025-04-24 20:19:54.476733,2025-04-24 20:19:54.477740,2025-04-24 20:19:54.477740
136,Попробуй умолять,https://mangabuff.ru/manga/poprobui-umolyat,38,2025-04-24 20:19:54.689578,2025-04-24 20:19:54.689577,2025-04-24 20:19:54.689577
137,Комплекс друга детства,https://mangabuff.ru/manga/kompleks-druga-detstva,41,2025-04-24 20:19:54.877015,2025-04-24 20:19:54.877014,2025-04-24 20:19:54.877014
138,Он очень хочет её съесть,https://mangabuff.ru/manga/on-ochen-hochet-ee-sest,83,2025-04-24 20:19:55.104928,2025-04-24 20:19:55.104928,2025-04-24 20:19:55.104928
139,Гениальнейший мечник академии,https://mangabuff.ru/manga/genialneishii-mechnik-akademii,97,2025-04-24 20:19:55.310141,2025-04-24 20:19:55.310140,2025-04-24 20:19:55.311186
141,Симбиоз между кроликом и чёрной пантерой,https://mangabuff.ru/manga/simbioz-mezhdu-krolikom-i-chernoi-panteroi,170,2025-04-24 20:19:55.817373,2025-04-24 20:19:55.818372,2025-04-24 20:19:55.818372
